year,playlist_year,playlist_id,playlist_name,track_order,track_title,artist_name,album_name,duration_ms,play_count,genre_or_tags,music_type_primary,music_type_traits,music_type_confidence,lyric_available,lyric_theme_tags,lyric_keywords,lyric_mood,lyric_energy,line_count,character_role,character_outfit,character_accessory,character_action,space_scene_type,space_lighting,space_materials,space_ritual_objects,space_motion_cues,album_wall_role,mood_calendar_design,controller_design,curator_note,visual_prompt_seed,qq_track_id,qq_artist_id,qq_album_mid,qq_song_url,qq_album_cover,source_short_url,source_playlist_url,appears_in_years,review_status,review_search_query
2022,2022,8535705502,2022,1,一滴泪的时间 (Live),赵紫骅,2020中国好声音 第2期,260000,12,"流行, 治愈, 励志, live, melancholic",live,live|emotional|healing,medium,yes,heartbreak|healing|city-night,夜|梦,melancholic,low,52,2022 version of the same listener figure,"layered coat, soft scarf, muted reflective fabric; keep base silhouette and small glowing music-note pin",notebook or folded lyric card,adjusting a glowing music dial beside the window,rainy window listening nook,"low moonlight, warm desk lamp, soft reflections","glass, dark wood, paper tickets, fabric cushions","tear-shaped light beads, diary box, headphone nest","slow waveform ribbon, drifting rain shadows, orbiting record ring","feature ""一滴泪的时间 (Live)"" as a small album object; cluster nearby albums from 2022",cool-to-warm rain tile wall with brighter repeat-listen cells,front-edge glass console with a soft waveform slider,"一滴泪的时间 (Live) anchors a melancholic corner; themes: heartbreak, healing, city-night; objects from keywords: 夜, 梦; playlist tags: 流行, 治愈, 励志, live",2022 fan-sector miniature music museum; rainy window listening nook; melancholic mood; live music type; heartbreak + healing + city-night; character interacts by adjusting a glowing music dial beside the window; track cue: 一滴泪的时间 (Live) by 赵紫骅,001LunHL0yGDn7,000LUIBr4Uwt2J,003OzakX4Wj6CK,https://y.qq.com/n/ryqq/songDetail/001LunHL0yGDn7,https://y.gtimg.cn/music/photo_new/T002R300x300M000003OzakX4Wj6CK.jpg,https://c6.y.qq.com/base/fcgi-bin/u?__=t5fo7hla70ot,https://y.qq.com/n/ryqq/playlist/8535705502,2022|2023,public QQ reviews not available without login,一滴泪的时间 (Live) 赵紫骅 song review
2022,2022,8535705502,2022,2,倾城 (Live),陈奕迅,Concert YY 黄伟文作品展 演唱会,249000,12,"流行, 治愈, 励志, live, melancholic",live,live|emotional|high-energy,medium,yes,love|heartbreak|growth|city-night|energy,眼泪|光,melancholic,high,41,2022 version of the same listener figure,"layered coat, soft scarf, muted reflective fabric; keep base silhouette and small glowing music-note pin",notebook or folded lyric card,adjusting a glowing music dial beside the window,rainy window listening nook,"low moonlight, warm desk lamp, soft reflections","glass, dark wood, paper tickets, fabric cushions","tear-shaped light beads, diary box, headphone nest","slow waveform ribbon, drifting rain shadows, orbiting record ring","feature ""倾城 (Live)"" as a small album object; cluster nearby albums from 2022",cool-to-warm rain tile wall with brighter repeat-listen cells,front-edge glass console with a soft waveform slider,"倾城 (Live) anchors a melancholic corner; themes: love, heartbreak, growth; objects from keywords: 眼泪, 光; playlist tags: 流行, 治愈, 励志, live",2022 fan-sector miniature music museum; rainy window listening nook; melancholic mood; live music type; love + heartbreak + growth; character interacts by adjusting a glowing music dial beside the window; track cue: 倾城 (Live) by 陈奕迅,000lILzp2Y5dFW,003Nz2So3XXYek,0002FYdP4f5A2f,https://y.qq.com/n/ryqq/songDetail/000lILzp2Y5dFW,https://y.gtimg.cn/music/photo_new/T002R300x300M0000002FYdP4f5A2f.jpg,https://c6.y.qq.com/base/fcgi-bin/u?__=t5fo7hla70ot,https://y.qq.com/n/ryqq/playlist/8535705502,2022|2023,public QQ reviews not available without login,倾城 (Live) 陈奕迅 song review
2022,2022,8535705502,2022,3,传闻,周柏豪,传闻,247000,12,"流行, 治愈, 励志, pop, nostalgic",pop,,medium,yes,love|memory|growth,爱,nostalgic,medium,41,2022 version of the same listener figure,"retro jacket, soft worn textures, recurring symbol patch; keep base silhouette and small glowing music-note pin",ticket bundle or archive key,opening an archive box with album covers rising out,album archive and memory library,"amber shelf light, faded sunset edge glow","warm paper, aged posters, wood drawers, matte metal labels","archive boxes, ticket stubs, old posters, stacked records","fluttering posters, slow dust-like light, looping record rings","feature ""传闻"" as a small album object; cluster nearby albums from 2022",paper-tag calendar clipped to an archive wall,catalog-card console with a small turntable dial,"传闻 anchors a nostalgic corner; themes: love, memory, growth; objects from keywords: 爱; playlist tags: 流行, 治愈, 励志, pop",2022 fan-sector miniature music museum; album archive and memory library; nostalgic mood; pop music type; love + memory + growth; character interacts by opening an archive box with album covers rising out; track cue: 传闻 by 周柏豪,001zcQtx14EaiU,00180Rk61RE4qh,0032S6XT1Hjkji,https://y.qq.com/n/ryqq/songDetail/001zcQtx14EaiU,https://y.gtimg.cn/music/photo_new/T002R300x300M0000032S6XT1Hjkji.jpg,https://c6.y.qq.com/base/fcgi-bin/u?__=t5fo7hla70ot,https://y.qq.com/n/ryqq/playlist/8535705502,2022,public QQ reviews not available without login,传闻 周柏豪 song review
2022,2022,8535705502,2022,4,月亮说,王菀之,On Wings Of Time,236000,12,"流行, 治愈, 励志, pop, melancholic",pop,emotional|healing,medium,yes,love|heartbreak|healing|city-night,爱|夜,melancholic,medium,37,2022 version of the same listener figure,"layered coat, soft scarf, muted reflective fabric; keep base silhouette and small glowing music-note pin",notebook or folded lyric card,adjusting a glowing music dial beside the window,rainy window listening nook,"low moonlight, warm desk lamp, soft reflections","glass, dark wood, paper tickets, fabric cushions","tear-shaped light beads, diary box, headphone nest","slow waveform ribbon, drifting rain shadows, orbiting record ring","feature ""月亮说"" as a small album object; cluster nearby albums from 2022",cool-to-warm rain tile wall with brighter repeat-listen cells,front-edge glass console with a soft waveform slider,"月亮说 anchors a melancholic corner; themes: love, heartbreak, healing; objects from keywords: 爱, 夜; playlist tags: 流行, 治愈, 励志, pop",2022 fan-sector miniature music museum; rainy window listening nook; melancholic mood; pop music type; love + heartbreak + healing; character interacts by adjusting a glowing music dial beside the window; track cue: 月亮说 by 王菀之,001qwH9v4YiR1G,003HxGOW0RjaSR,000rMKw31fHLwi,https://y.qq.com/n/ryqq/songDetail/001qwH9v4YiR1G,https://y.gtimg.cn/music/photo_new/T002R300x300M000000rMKw31fHLwi.jpg,https://c6.y.qq.com/base/fcgi-bin/u?__=t5fo7hla70ot,https://y.qq.com/n/ryqq/playlist/8535705502,2022,public QQ reviews not available without login,月亮说 王菀之 song review
2022,2022,8535705502,2022,5,斯德哥尔摩情人,陈奕迅,The Key,252000,12,"流行, 治愈, 励志, pop, melancholic",pop,emotional,medium,yes,love|heartbreak,爱|孤独,melancholic,low,67,2022 version of the same listener figure,"layered coat, soft scarf, muted reflective fabric; keep base silhouette and small glowing music-note pin",notebook or folded lyric card,adjusting a glowing music dial beside the window,rainy window listening nook,"low moonlight, warm desk lamp, soft reflections","glass, dark wood, paper tickets, fabric cushions","tear-shaped light beads, diary box, headphone nest","slow waveform ribbon, drifting rain shadows, orbiting record ring","feature ""斯德哥尔摩情人"" as a small album object; cluster nearby albums from 2022",cool-to-warm rain tile wall with brighter repeat-listen cells,front-edge glass console with a soft waveform slider,"斯德哥尔摩情人 anchors a melancholic corner; themes: love, heartbreak; objects from keywords: 爱, 孤独; playlist tags: 流行, 治愈, 励志, pop",2022 fan-sector miniature music museum; rainy window listening nook; melancholic mood; pop music type; love + heartbreak; character interacts by adjusting a glowing music dial beside the window; track cue: 斯德哥尔摩情人 by 陈奕迅,003TgAeV2YzOCj,003Nz2So3XXYek,004WkGkE30RCep,https://y.qq.com/n/ryqq/songDetail/003TgAeV2YzOCj,https://y.gtimg.cn/music/photo_new/T002R300x300M000004WkGkE30RCep.jpg,https://c6.y.qq.com/base/fcgi-bin/u?__=t5fo7hla70ot,https://y.qq.com/n/ryqq/playlist/8535705502,2022,public QQ reviews not available without login,斯德哥尔摩情人 陈奕迅 song review
2022,2022,8535705502,2022,6,搜神记 (Live),陈奕迅,容祖儿x陈奕迅 903拉阔音乐会,277000,12,"流行, 治愈, 励志, live, healing",live,live|healing,medium,yes,love|memory|healing|growth|city-night,爱|光|梦,healing,medium,69,2022 version of the same listener figure,"cardigan-like jacket, relaxed pants, warm accent pin; keep base silhouette and small glowing music-note pin","small lamp, bookmark, or tea-colored music charm",pinning a recovered album cover to the wall,quiet archive garden inside a fan-sector room,"gentle morning glow, warm backlit shelves","paper, pale wood, translucent acrylic, woven fabric","comfort playlist boxes, pressed-flower album sleeves, lamp pool","floating album pages, breathing calendar tiles, soft light pulses","feature ""搜神记 (Live)"" as a small album object; cluster nearby albums from 2022",soft square tiles arranged like a memory quilt,wood-and-acrylic listening console with round volume knob,"搜神记 (Live) anchors a healing corner; themes: love, memory, healing; objects from keywords: 爱, 光, 梦; playlist tags: 流行, 治愈, 励志, live",2022 fan-sector miniature music museum; quiet archive garden inside a fan-sector room; healing mood; live music type; love + memory + healing; character interacts by pinning a recovered album cover to the wall; track cue: 搜神记 (Live) by 陈奕迅,003W8lc02ilHCz,003Nz2So3XXYek,0002yffm37Ajv0,https://y.qq.com/n/ryqq/songDetail/003W8lc02ilHCz,https://y.gtimg.cn/music/photo_new/T002R300x300M0000002yffm37Ajv0.jpg,https://c6.y.qq.com/base/fcgi-bin/u?__=t5fo7hla70ot,https://y.qq.com/n/ryqq/playlist/8535705502,2022,public QQ reviews not available without login,搜神记 (Live) 陈奕迅 song review
2022,2022,8535705502,2022,7,灵魂相认,张敬轩,Morph,268000,12,"流行, 治愈, 励志, r&b, melancholic",r&b,emotional|healing,medium,yes,love|heartbreak|healing|growth,爱,melancholic,medium,36,2022 version of the same listener figure,"layered coat, soft scarf, muted reflective fabric; keep base silhouette and small glowing music-note pin",notebook or folded lyric card,adjusting a glowing music dial beside the window,rainy window listening nook,"low moonlight, warm desk lamp, soft reflections","glass, dark wood, paper tickets, fabric cushions","tear-shaped light beads, diary box, headphone nest","slow waveform ribbon, drifting rain shadows, orbiting record ring","feature ""灵魂相认"" as a small album object; cluster nearby albums from 2022",cool-to-warm rain tile wall with brighter repeat-listen cells,front-edge glass console with a soft waveform slider,"灵魂相认 anchors a melancholic corner; themes: love, heartbreak, healing; objects from keywords: 爱; playlist tags: 流行, 治愈, 励志, r&b",2022 fan-sector miniature music museum; rainy window listening nook; melancholic mood; r&b music type; love + heartbreak + healing; character interacts by adjusting a glowing music dial beside the window; track cue: 灵魂相认 by 张敬轩,00368bsj2xvQs2,003AfDK34H82GU,001oduq03LDR1D,https://y.qq.com/n/ryqq/songDetail/00368bsj2xvQs2,https://y.gtimg.cn/music/photo_new/T002R300x300M000001oduq03LDR1D.jpg,https://c6.y.qq.com/base/fcgi-bin/u?__=t5fo7hla70ot,https://y.qq.com/n/ryqq/playlist/8535705502,2022,public QQ reviews not available without login,灵魂相认 张敬轩 song review
2022,2022,8535705502,2022,8,春秋,张敬轩,No. Eleven,259000,12,"流行, 治愈, 励志, pop, melancholic",pop,emotional,medium,yes,love|heartbreak|city-night,爱|眼泪|夜,melancholic,medium,57,2022 version of the same listener figure,"layered coat, soft scarf, muted reflective fabric; keep base silhouette and small glowing music-note pin",notebook or folded lyric card,adjusting a glowing music dial beside the window,rainy window listening nook,"low moonlight, warm desk lamp, soft reflections","glass, dark wood, paper tickets, fabric cushions","tear-shaped light beads, diary box, headphone nest","slow waveform ribbon, drifting rain shadows, orbiting record ring","feature ""春秋"" as a small album object; cluster nearby albums from 2022",cool-to-warm rain tile wall with brighter repeat-listen cells,front-edge glass console with a soft waveform slider,"春秋 anchors a melancholic corner; themes: love, heartbreak, city-night; objects from keywords: 爱, 眼泪, 夜; playlist tags: 流行, 治愈, 励志, pop",2022 fan-sector miniature music museum; rainy window listening nook; melancholic mood; pop music type; love + heartbreak + city-night; character interacts by adjusting a glowing music dial beside the window; track cue: 春秋 by 张敬轩,004S8VEa1C0LqC,003AfDK34H82GU,003qcjM32EasIT,https://y.qq.com/n/ryqq/songDetail/004S8VEa1C0LqC,https://y.gtimg.cn/music/photo_new/T002R300x300M000003qcjM32EasIT.jpg,https://c6.y.qq.com/base/fcgi-bin/u?__=t5fo7hla70ot,https://y.qq.com/n/ryqq/playlist/8535705502,2022|2023,public QQ reviews not available without login,春秋 张敬轩 song review
2022,2022,8535705502,2022,9,旧诗,亦然,旧诗,203000,12,"流行, 治愈, 励志, pop, melancholic",pop,emotional|healing,medium,yes,heartbreak|memory|healing|growth|city-night,回忆|雨|梦,melancholic,medium,45,2022 version of the same listener figure,"layered coat, soft scarf, muted reflective fabric; keep base silhouette and small glowing music-note pin",notebook or folded lyric card,adjusting a glowing music dial beside the window,rainy window listening nook,"low moonlight, warm desk lamp, soft reflections","glass, dark wood, paper tickets, fabric cushions","tear-shaped light beads, diary box, headphone nest","slow waveform ribbon, drifting rain shadows, orbiting record ring","feature ""旧诗"" as a small album object; cluster nearby albums from 2022",cool-to-warm rain tile wall with brighter repeat-listen cells,front-edge glass console with a soft waveform slider,"旧诗 anchors a melancholic corner; themes: heartbreak, memory, healing; objects from keywords: 回忆, 雨, 梦; playlist tags: 流行, 治愈, 励志, pop",2022 fan-sector miniature music museum; rainy window listening nook; melancholic mood; pop music type; heartbreak + memory + healing; character interacts by adjusting a glowing music dial beside the window; track cue: 旧诗 by 亦然,004U08MP34GuNi,001HAeJ013nXCe,003Uno6r3fUeya,https://y.qq.com/n/ryqq/songDetail/004U08MP34GuNi,https://y.gtimg.cn/music/photo_new/T002R300x300M000003Uno6r3fUeya.jpg,https://c6.y.qq.com/base/fcgi-bin/u?__=t5fo7hla70ot,https://y.qq.com/n/ryqq/playlist/8535705502,2022|2023,public QQ reviews not available without login,旧诗 亦然 song review
2022,2022,8535705502,2022,10,簇拥烈日的花,"迟里乌布, Morerare",簇拥烈日的花,229000,12,"流行, 治愈, 励志, pop, nostalgic",pop,,medium,yes,memory|growth,回忆|光,nostalgic,medium,46,2022 version of the same listener figure,"retro jacket, soft worn textures, recurring symbol patch; keep base silhouette and small glowing music-note pin",ticket bundle or archive key,opening an archive box with album covers rising out,album archive and memory library,"amber shelf light, faded sunset edge glow","warm paper, aged posters, wood drawers, matte metal labels","archive boxes, ticket stubs, old posters, stacked records","fluttering posters, slow dust-like light, looping record rings","feature ""簇拥烈日的花"" as a small album object; cluster nearby albums from 2022",paper-tag calendar clipped to an archive wall,catalog-card console with a small turntable dial,"簇拥烈日的花 anchors a nostalgic corner; themes: memory, growth; objects from keywords: 回忆, 光; playlist tags: 流行, 治愈, 励志, pop","2022 fan-sector miniature music museum; album archive and memory library; nostalgic mood; pop music type; memory + growth; character interacts by opening an archive box with album covers rising out; track cue: 簇拥烈日的花 by 迟里乌布, Morerare",001a2aBZ0lSKAt,"000zazi81wX8mL,0017SDI52vv8oS",001zZey41vq0lw,https://y.qq.com/n/ryqq/songDetail/001a2aBZ0lSKAt,https://y.gtimg.cn/music/photo_new/T002R300x300M000001zZey41vq0lw.jpg,https://c6.y.qq.com/base/fcgi-bin/u?__=t5fo7hla70ot,https://y.qq.com/n/ryqq/playlist/8535705502,2022|2023,public QQ reviews not available without login,"簇拥烈日的花 迟里乌布, Morerare song review"
